drug_1_name,drug_2_name,smiles_1,smiles_2,interaction_label
dATP&alpha;S,seviteronel,O[C@H]1C[C@@H](O[C@@H]1COP(=S)(OP(=O)(OP(=O)(O)O)O)O)n1cnc2c1ncnc2N,CC(C)[C@](C1=CC2=CC(=C(C=C2C=C1)OC(F)F)OC(F)F)(C3=NNN=C3)O,0
tolcapone,"L-trans-2,4-pyrolidine dicarboxylate",Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)[N+](=O)[O-])O,[O-]C(=O)[C@H]1[NH2+]C[C@@H](C1)C(=O)[O-],1
vericiguat,sphinganine 1-phosphate,COC(=O)Nc1c(N)nc(nc1N)c1nn(c2c1cc(F)cn2)Cc1ccccc1F,CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)([O-])[O-])[NH3+])O,0
"2',5'-dideoxyadenosine",galanin(1-11),O[C@H]1C[C@@H](O[C@@H]1C)n1cnc2c1ncnc2N,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(=O)O,1
URB597,ORG-37684,O=C(Oc1cccc(c1)c1cccc(c1)C(=O)N)NC1CCCCC1,COc1ccc2c(c1O[C@@H]1CNCC1)CCC2,0
pruvonertinib,calphostin C,CC1=CC=CN2C1=NC=C2C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,COC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c(c3c(c(c2O)OC)C[C@H](OC(=O)Oc1ccc(cc1)O)C)c(C[C@H](OC(=O)c1ccccc1)C)c(c4O)OC)OC,0
glycyl-[<sup>13</sup>C<sub>3</sub>]-sarcosine,streptonigrin,[13C]N([13C][13C](O)=O)C(=O)CN,COC1=C(OC)C=C/C(=c\2/c(N)c([nH]c(c2C)C(=O)O)c2ccc3c(n2)C(=O)C(=C(C3=O)OC)N)/C1=O,0
compound 5B [PMID: 25349648],mycoplanecin A,OC(=O)[C@@H]1CC[C@H](CC1)OC1CCN(CC1)c1ccc(cn1)c1nc2c([nH]1)ccc(c2)C(F)(F)F,CCC1CC(N(C1)C(=O)C(C(C)C)N(C)C(=O)C(=O)CC)C(=O)N(C)C2C(OC(=O)CNC(=O)C(N(C(=O)C3CCCN3C(=O)C(N(C(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(C)C)C)CCC(C)C)C)C(C)C)C)CC(C)C)C,1
estriol,VPS34-IN-1,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]([C@@H]2O)O)C,Clc1nccc(c1)Nc1nccc(n1)c1cnc(nc1CC1CC1)NCC(O)(C)C,0
compound 47 [PMID: 28737909],ICI 192605,OCc1ccc(cc1)c1nc(N)nc2c1c(C#N)c[nH]2,OC(=O)CC/C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)c1ccccc1Cl,1
AN0128,MRS2578,O=C(c1ncccc1O)OB(c1ccc(c(c1)Cl)C)c1ccc(c(c1)Cl)C,S=C=Nc1cccc(c1)NC(=S)NCCCCNC(=S)Nc1cccc(c1)N=C=S,0
dabigatran,compound 17 [PMID: 29741897],OC(=O)CCN(C(=O)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=N)N)c1ccccn1,OCC(=O)[C@@]12CN(C[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1C[C@@H](C1=CC(=O)C=C[C@]21C)F)F)Cc1cccc(c1)Cl,1
BODIPY<sup>&reg;</sup> TMR-NMU,[<sup>3</sup>H]PSB-0413,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)O,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc(SCC(C([3H])([3H])[3H])([3H])[3H])nc2N)COP(=O)(OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O,1
SK&amp;F 88070,compound 7 [WO2012007375],CO/N=C(/c1csc(n1)N)\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnnn1CCNS(=O)(=O)O,NCCN(c1ncc2c(n1)c(cs2)C(=O)Nc1cc2cccnc2cc1OC)C,0
sphingosine 1-phosphate,Cdk2 inhibitor IV,CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)O)N)O,CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)nc[nH]2)CC,0
decynium 22,zoligratinib,CC[n+]1c(ccc2c1cccc2)C=c1ccc2c(n1CC)cccc2,Cc1nc2c([nH]1)cc(cc2)n1ncc(c1N)C(=O)c1cc2c([nH]1)cccc2,0
vonafexor,compound 1 [PMID: 22465637],C1CN(CCN1C2=C(C3=C(C=C2)OC(=C3)C(=O)O)Cl)S(=O)(=O)C4=C(C=CC=C4Cl)Cl,c1ccc(cc1)N1NCC(C1)c1ccnc2c1cccc2,0
L-cysteine sulphinic acid,[<sup>125</sup>I]epibatidine,OS(=O)C[C@@H](C(=O)O)N,Clc1ccc(cn1)C1CC2NC1CC2,0
compound 47 [PMID: 35640059],OTSSP167,O=C(NCc1ccc(C(=O)O)cc1)c1c(Cc2ccc(F)cc2)sc2c1CCOC2,CN(CC1CCC(CC1)Nc1c(cnc2c1[nH]c(=C1C=C(Cl)C(=O)C(=C1)Cl)cc2)C(=O)C)C,0
naquotinib,MRS2698,C=CC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CCC(CC2)N2CCN(CC2)C)c(nc1CC)C(=O)N,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1N)n1ccc(=O)[nH]c1=S,0
[<sup>3</sup>H]RS 57639,NT-0249,COc1cc(N)c(cc1C(=O)OCC1CCN(CC1)CCCc1ccc2c(c1)OCCO2)Cl,CN1C=C(C=N1)N(C[C@@H]2CCCO2)S(=O)(=O)NC(=O)NC3=C4CCCC4=CC5=C3CCC5,1
L-cysteine sulphinic acid,[<sup>11</sup>C]butylthio-TZTP,OS(=O)C[C@@H](C(=O)O)N,[11CH3]CCCSc1nsnc1C1=CCCN(C1)C,0
"compound 16d [Tao <i>et al.</i>, 2009]","15-deoxy-&Delta;<sup>12,14</sup>-PGD<sub>2</sub>",Cn1nc2c(c1)c1c3C(=O)NCc3c3c(c1CC2)n(C(C)C)c1c3cc(cc1)Oc1ncccn1,CCCCC/C=C/C=C\1/C(=O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O,0
CPP-115,potrasertib,OC(=O)[C@H]1CC(=C(F)F)[C@H](C1)N,ClC1=C(C(=CC=C1)Cl)N2C=3N(C4=C(C2=O)C=NC(=N4)NC5=CC(=C(C=C5)N6C[C@H](N([C@H](C6)C)C)C)C)CCN3,0
A-317567,compound 104 [WO2023245166],NC(=N)c1ccc2c(c1)ccc(c2)C1CC1c1ccc2c(c1)C(C(C)C)N(CC2)C,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3=CC4=C(C=CC(=C4)Cl)NC3=O)C#N)C,1
ionomycin,GR 63799,C[C@H](CCC(=O)O)C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\O,O[C@H](CO[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)Oc1ccc(cc1)NC(=O)c1ccccc1)COc1ccccc1,1
RTOXA-43,&beta;-FNA,O=S(C1=CC(C2=CC(C(N(C)CC3=CN=CC=C3)=O)=CC=C2)=CC=C1OC)(NC4=CC=CC(NCCNC(C5=CC(C)=CC=C5)=O)=C4)=O,COC(=O)/C=C/C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,1
"[<sup>3</sup>H]neurotensin (human, mouse, rat)",HQL-79,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(C)C)C(=O)O,c1ccc(cc1)C(c1ccccc1)OC1CCN(CC1)CCCc1nnn[nH]1,1
compound 3 [PMID: 22533316],"2',5'-dideoxyadenosine",OCCN(CCCCOc1ccc2c(c1)snc2c1ccc(cc1)Br)CC,O[C@H]1C[C@@H](O[C@@H]1C)n1cnc2c1ncnc2N,0
BX-795,ALRT 1550,O=C(N1CCCC1)Nc1cccc(c1)Nc1ncc(c(n1)NCCCNC(=O)c1cccs1)I,C/C(=C\C=C\C(=C\C(=O)O)\C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,0
deulorlatinib,fosizensertib,NC1=C2O[C@@H](C3=C(C(N(CC=4C(C(C=N1)=C2)=C(N(N4)C([2H])([2H])[2H])C#N)C)=O)C=CC(=C3)F)C,P(=O)(O[C@H](CN(C(=O)C=1C=NC=C(C1)C#CC=2C=NN(C2)C(F)F)C)CC3=CC=CC=C3)(O)O,0
bamocaftor,compound 49c [PMID: 29074775],C[C@@H]1CN(C(C1)(C)C)c1nc(ccc1C(=O)NS(=O)(=O)c1ccccc1)n1ccc(n1)OCCC1(CC1)C(F)(F)F,CN1CCN(CC1)C(=O)c1ccc(cc1)C(=O)N[C@H]([C@@H](CN[C@@H](c1ccccc1)C)O)Cc1ccccc1,0
5S-HPETE,UBP310,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO,N[C@H](C(=O)O)Cn1cc(C)c(=O)n(c1=O)Cc1ccsc1C(=O)O,1
vericiguat,[<sup>3</sup>H]JNJ-40068782,COC(=O)Nc1c(N)nc(nc1N)c1nn(c2c1cc(F)cn2)Cc1ccccc1F,N#Cc1c(ccn(c1=O)CC1CC1)N1CCC(CC1)c1ccccc1,0
DA-302168S,walrycin B,O=C(O)C1=CC=2N(C[C@@H]3CCO3)C(=NC2C=C1)CC4=C(F)C=C(C=C4)C5=NC(OCC6=CC=C(Cl)C7=C6OC=C7)=C(F)C=C5,Cn1nc(nc2c1nc(=O)n(c2=O)C)c1ccc(cc1)C(F)(F)F,0
[<sup>3</sup>H](+)DOB,zavegepant,COc1cc(Br)c(cc1CC(N)C)OC,CN1CCC(CC1)N1CCN(CC1)C(=O)[C@H](NC(=O)N1CCC(CC1)c1cc2ccccc2[nH]c1=O)Cc1cc(C)c2c(c1)cn[nH]2,0
compound 5B [PMID: 25349648],deutetrabenazine,OC(=O)[C@@H]1CC[C@H](CC1)OC1CCN(CC1)c1ccc(cn1)c1nc2c([nH]1)ccc(c2)C(F)(F)F,CC(C[C@@H]1CN2CCc3c([C@H]2CC1=O)cc(c(c3)OC([2H])([2H])[2H])OC([2H])([2H])[2H])C,0
"compound 16d [Tao <i>et al.</i>, 2009]",zoligratinib,Cn1nc2c(c1)c1c3C(=O)NCc3c3c(c1CC2)n(C(C)C)c1c3cc(cc1)Oc1ncccn1,Cc1nc2c([nH]1)cc(cc2)n1ncc(c1N)C(=O)c1cc2c([nH]1)cccc2,0
LY3009120,milvexian,CNc1ncc2c(n1)nc(c(c2)c1cc(NC(=O)NCCC(C)(C)C)c(cc1C)F)C,C[C@@H]1CCC[C@@H](c2nccc(c2)c2c(cnn2C(F)F)NC1=O)n1cnc(cc1=O)c1c(ccc(c1)Cl)n1cc(nn1)Cl,0
sitaxsentan,AZD6482,O=C(c1sccc1S(=O)(=O)Nc1onc(c1Cl)C)Cc1cc2OCOc2cc1C,Cc1cc([C@H](Nc2ccccc2C(=O)O)C)c2n(c1)c(=O)cc(n2)N1CCOCC1,1
nalorphine,substance P,C=CCN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)O,NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCSC)CC(C)C)Cc1ccccc1)Cc1ccccc1)CCC(=O)N)CCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)N,1
meptazinol,fosmidomycin,CCC1(CCCCN(C1)C)c1cccc(c1)O,O=CN(CCCP(=O)(O)O)O,1
7-hydroxycholesterol,temafloxacin,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(O)C=C2[C@]1(C)CC[C@@H](C2)O)C)C,CC1NCCN(C1)c1cc2n(cc(c(=O)c2cc1F)C(=O)O)c1ccc(cc1F)F,1
AZD5672,ORG-37684,CCN(C(=O)Cc1ccc(cc1)S(=O)(=O)C)C1CCN(CC1)CC[C@@H](c1cc(F)cc(c1)F)C1CCN(CC1)S(=O)(=O)C,COc1ccc2c(c1O[C@@H]1CNCC1)CCC2,0
AB-MECA,veonetinib,CNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCc1ccc(cc1)N,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCCN5CC(C6(C5)CC6)O)OC,0
MRS2159,reproxalap,O=Cc1c(COP(=O)(O)O)c(N=Nc2ccc(cc2)C(=O)O)nc(c1O)C,Clc1ccc2c(c1)cc(c(n2)C(O)(C)C)N,0
MRS2159,4-trimethylammoniobutanal,O=Cc1c(COP(=O)(O)O)c(N=Nc2ccc(cc2)C(=O)O)nc(c1O)C,O=CCCC[N+](C)(C)C,0
compound 11r [PMID: 32045235],NVP 231,O=C(N[C@H](C(=O)N[C@H](C(=O)C(=O)NCc1ccccc1)C[C@@H]1CCNC1=O)CC1CCCCC1)/C=C/c1ccccc1,O=C(c1ccccc1)Nc1sc2c(n1)ccc(c2)NC(=O)C12CC3CC(C2)CC(C1)C3,0
lifitegrast,MS40,OC(=O)[C@@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)c1cc(CN2CCN(CCNC(=O)CCCCCCCNc3c4C(=O)N(C5CCC(=O)NC5=O)C(=O)c4ccc3)CC2)ccc1,0
[<sup>3</sup>H]RS 57639,rezivertinib,COc1cc(N)c(cc1C(=O)OCC1CCN(CC1)CCCc1ccc2c(c1)OCCO2)Cl,C=CC(=O)Nc1cc(Nc2nccc(n2)c2cn(c3c2cccc3)C)c(cc1OCCN(C)C)OC,1
compound 19 [PMID: 33979649],CFT7455,CN1CCN(CC1)C(=O)Nc1cc(CNC(=O)C2CCN(CC2)[C@@H](c2cccc3c2cccc3)C)cc(c1)F,O=c1n([C@H]2CCC(=O)NC2=O)c2ccc(Cc3ccc(CN4CCOCC4)cc3)c3cccc1c23,0
spironolactone,"L-trans-2,4-pyrolidine dicarboxylate",CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@]3([C@]1(CC2)C)CCC(=O)O3)C,[O-]C(=O)[C@H]1[NH2+]C[C@@H](C1)C(=O)[O-],1
[<sup>3</sup>H]CGS 21680,lidorestat,CCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(NCCc1ccc(cc1)CCC(=O)O)nc2N,OC(=O)Cn1cc(c2c1cccc2)Cc1sc2c(n1)c(F)c(cc2F)F,0
HC030031,Ro20-1724,O=C(Cn1cnc2c1c(=O)n(C)c(=O)n2C)Nc1ccc(cc1)C(C)C,CCCCOc1cc(ccc1OC)CC1CNC(=O)N1,1
AC430,BQ123,Fc1ccc(cc1)[C@H](c1nc(Nc2n[nH]c(c2)C)c2c(n1)cccc2)O,CC(C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1c[nH]c2c1cccc2)CC(=O)O)C(C)C)C,0
compound 3 [PMID: 22533316],pelitinib,OCCN(CCCCOc1ccc2c(c1)snc2c1ccc(cc1)Br)CC,CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/CN(C)C)Nc1ccc(c(c1)Cl)F)C#N,0
JNJ-46281222,PSB-17365,FC(c1c(ccn2c1nnc2CC1CC1)CN1CCC(CC1)c1ccccc1)(F)F,Brc1ccc(cc1)CCNc1cc(=O)[nH]c(=O)[nH]1,0
AL-37350A,calphostin C,C[C@@H](Cc1c[nH]c2c1c1CCCOc1cc2)N,COC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c(c3c(c(c2O)OC)C[C@H](OC(=O)Oc1ccc(cc1)O)C)c(C[C@H](OC(=O)c1ccccc1)C)c(c4O)OC)OC,0
compound III [PMID: 24045148],deulorlatinib,O=C(C1CCN(CC1)c1nc2c(n1C(C)C)cc(c(c2)C)C)NC1CCCC1,NC1=C2O[C@@H](C3=C(C(N(CC=4C(C(C=N1)=C2)=C(N(N4)C([2H])([2H])[2H])C#N)C)=O)C=CC(=C3)F)C,0
L-cysteine sulphinic acid,compound 7 [WO2012007375],OS(=O)C[C@@H](C(=O)O)N,NCCN(c1ncc2c(n1)c(cs2)C(=O)Nc1cc2cccnc2cc1OC)C,0
MRS2698,MI-1148,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1N)n1ccc(=O)[nH]c1=S,CC([C@@H](C(=O)N[C@H](C(=O)NCc1ccc(cc1)C(=N)N)CCCN=C(N)N)NC(=O)[C@@H](NC(=O)Cc1ccc(cc1)CN=C(N)N)CCCN=C(N)N)(C)C,0
cytochalasin B,guaifenesin,C[C@@H]1CCC[C@@H](O)/C=C/C(=O)O[C@@]23[C@@H](/C=C/C1)[C@H](O)C(=C)[C@H]([C@H]3[C@@H](NC2=O)Cc1ccccc1)C,OCC(COc1ccccc1OC)O,0
A-317567,regrelor,NC(=N)c1ccc2c(c1)ccc(c2)C1CC1c1ccc2c(c1)C(C(C)C)N(CC2)C,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]([C@@H]2[C@H]1O[C@H](O2)/C=C/c1ccccc1)COP(=O)(O)O,0
YX862,ARD-69,O=C(N1[C@H](C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)[C@H](C(C)(C)C)NC(CCCCCCCN4CCN(CC4)C5=CC=C(C(NNCCCCCC)=O)C=C5)=O,N#Cc1ccc(cc1Cl)O[C@@H]1C(C)(C)[C@H](C1(C)C)NC(=O)c1ccc(cc1)C#CC1CCN(CC1)C1CCN(CC1)C(=O)C[C@@H](c1ccc(cc1)c1scnc1C)NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](C(C)(C)C)NC(=O)C1(F)CC1)O,0
pelitinib,dendrophenol,CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/CN(C)C)Nc1ccc(c(c1)Cl)F)C#N,COC1=CC(=CC(=C1O)OC)CCC2=CC(=C(C=C2)O)OC,0
NADH,AL-37350A,O[C@@H]1[C@H](O)[C@H](O[C@H]1N1C=CCC(=C1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O)O,C[C@@H](Cc1c[nH]c2c1c1CCCOc1cc2)N,0
(S)-VU0637120,ixabepilone,CS(=O)(N1CCCCC1C(NC2=NC3=C(S2)C=C4OCCOC4=C3)=O)=O,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,0
[<sup>18</sup>F]altanserin,compound 52 [PMID: 28541707],[18F]c1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=S)[nH]c2c(c1=O)cccc2,N#Cc1ccc(cc1N1CCN(C(C1=O)(C)C)C(=O)C)c1cc(c2n1ncnc2N)C(F)(F)F,0
SB 224289,sphingosine 1-phosphate,CN1CCC2(CC1)COc1c2cc2c(c1)CCN2C(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C,CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)O)N)O,0
&beta;-endorphin,T5-8,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)CC,O=C1C(=O)c2cccnc2c2c1cccn2,1
BLI-489 free acid,AP811,O=C1/C(=C/c2cn3c(n2)COCC3)/[C@@H]2N1C(=CS2)C(=O)O,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC[C@H](CC)C)CCCNC(=N)N)CC(=O)O)NC(=O)[C@@H](NC(=O)Cc1ccc(cc1)NC(=O)c1ccc2c(c1)cccc2)CCCNC(=N)C)C,0
EN67,CHMFL-KIT-8140,COC1=CC=C(C=C1F)C2=NOC(CNC(=O)C=C)C2,CCC(=O)NCC1CCN(CC1)c1ccc(cc1C(F)(F)F)NC(=O)Nc1cccc(c1)Oc1cnc2c(c1)cc(c(c2)OC)OC,0
"L-779,976","L-trans-2,4-pyrolidine dicarboxylate",NC[C@@H]1CCC[C@H](C1)CNC(=O)[C@@H]([C@H](c1c[nH]c2c1cccc2)C)NC(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,[O-]C(=O)[C@H]1[NH2+]C[C@@H](C1)C(=O)[O-],0
SLB1122168,&beta;-FNA,CCCCCCCCCCC1=CC=C2N=C(NC[C@@H]3CNCC3)OC2=C1,COC(=O)/C=C/C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,0
&beta;-endorphin,terfenadine,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)CC,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,1
felbamate,MRS2698,NC(=O)OCC(c1ccccc1)COC(=O)N,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1N)n1ccc(=O)[nH]c1=S,0
[<sup>125</sup>I]BAY 55-9837,galanin(1-11),CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(=O)O,1
BRD1158,St 587,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(NCC3=COC=C3)=CC=C2,Clc1ccc(cc1NC1=NCCN1)C(F)(F)F,1
